rep,subj,parameter,true
0,1,a,1.910830862440905
0,1,t,0.374259365597712
0,1,z,0.6093594209777542
0,1,v_ES_AttentionW,0.045745978667225205
0,1,v_ES_InattentionW_E,-0.07079968596940983
0,1,v_ES_InattentionW_S,0.014779021808347004
0,3,a,1.8111378881825697
0,3,t,0.41878364509245486
0,3,z,0.474450408443334
0,3,v_ES_AttentionW,0.019923059275437183
0,3,v_ES_InattentionW_E,-0.016270871523416528
0,3,v_ES_InattentionW_S,0.04477339274301213
0,4,a,1.7763000932352797
0,4,t,0.5075861731948267
0,4,z,0.5596086370238542
0,4,v_ES_AttentionW,0.019833097942924108
0,4,v_ES_InattentionW_E,-0.026108583387572472
0,4,v_ES_InattentionW_S,0.019729558402706807
0,5,a,2.2342040306338204
0,5,t,0.4351673375118938
0,5,z,0.444899542610866
0,5,v_ES_AttentionW,0.022401022267928276
0,5,v_ES_InattentionW_E,-0.009660151632618155
0,5,v_ES_InattentionW_S,0.03132878775557291
0,7,a,1.4976648761325677
0,7,t,0.41657564814729964
0,7,z,0.5710026494819996
0,7,v_ES_AttentionW,0.037465858983468374
0,7,v_ES_InattentionW_E,-0.02526126540727471
0,7,v_ES_InattentionW_S,0.0397698745989747
0,8,a,2.9461797320005605
0,8,t,0.4132362747487201
0,8,z,0.38733495952978997
0,8,v_ES_AttentionW,0.020488454083283772
0,8,v_ES_InattentionW_E,-0.021345678286018816
0,8,v_ES_InattentionW_S,0.049837613187298284
0,10,a,1.6748590330501612
0,10,t,0.3865526789504836
0,10,z,0.33243283283921843
0,10,v_ES_AttentionW,0.04157119853196547
0,10,v_ES_InattentionW_E,-0.018893706891304457
0,10,v_ES_InattentionW_S,0.04138978416077045
0,11,a,1.3639820863797953
0,11,t,0.45252122783006404
0,11,z,0.49792194916730315
0,11,v_ES_AttentionW,0.035352993044850144
0,11,v_ES_InattentionW_E,-0.01642439956479307
0,11,v_ES_InattentionW_S,0.03678156571405651
0,12,a,2.1217391692834275
0,12,t,0.4423961954566722
0,12,z,0.5282416284663953
0,12,v_ES_AttentionW,0.04129326713944025
0,12,v_ES_InattentionW_E,-0.06128500927362106
0,12,v_ES_InattentionW_S,0.028947350042376883
0,13,a,1.4739671538094332
0,13,t,0.3989352571905486
0,13,z,0.42902527328309725
0,13,v_ES_AttentionW,0.053727442276635874
0,13,v_ES_InattentionW_E,-0.04989303030509354
0,13,v_ES_InattentionW_S,0.047520315223872345
0,15,a,0.7905675884290156
0,15,t,0.417636770016055
0,15,z,0.5060221367854882
0,15,v_ES_AttentionW,0.04064444502076203
0,15,v_ES_InattentionW_E,-0.01951072431877487
0,15,v_ES_InattentionW_S,0.044997709010939656
0,16,a,1.5425313619308008
0,16,t,0.40979506733792315
0,16,z,0.6282659112278434
0,16,v_ES_AttentionW,0.029450248206069847
0,16,v_ES_InattentionW_E,-0.05778896611288819
0,16,v_ES_InattentionW_S,0.01721454470881223
0,17,a,1.2208524694557183
0,17,t,0.46882388293470517
0,17,z,0.5024479022123843
0,17,v_ES_AttentionW,0.04214553927563469
0,17,v_ES_InattentionW_E,-0.04144373558800988
0,17,v_ES_InattentionW_S,0.03584342325325613
0,19,a,2.0916846396106337
0,19,t,0.4192078874062044
0,19,z,0.5577212169872191
0,19,v_ES_AttentionW,0.02267462070244942
0,19,v_ES_InattentionW_E,-0.0402069339261596
0,19,v_ES_InattentionW_S,0.028052313257738867
0,21,a,1.065072304109254
0,21,t,0.46819710517965274
0,21,z,0.3948677543579101
0,21,v_ES_AttentionW,0.03238437254763283
0,21,v_ES_InattentionW_E,-0.02395096230127387
0,21,v_ES_InattentionW_S,0.039996424227248625
0,22,a,2.1141141287620844
0,22,t,0.4321799725726496
0,22,z,0.4029744077762968
0,22,v_ES_AttentionW,0.031056774376715036
0,22,v_ES_InattentionW_E,-0.06571944252560756
0,22,v_ES_InattentionW_S,0.012689006031542889
0,23,a,0.9935702403822627
0,23,t,0.3768885453565495
0,23,z,0.547698504053342
0,23,v_ES_AttentionW,0.01916814092539216
0,23,v_ES_InattentionW_E,-0.04049800594898817
0,23,v_ES_InattentionW_S,0.0522928015932283
0,24,a,1.5382822135422107
0,24,t,0.4836104126205136
0,24,z,0.3132429371429817
0,24,v_ES_AttentionW,0.02924676940517799
0,24,v_ES_InattentionW_E,-0.05151498420310124
0,24,v_ES_InattentionW_S,0.028668141018004068
0,25,a,2.212705968638238
0,25,t,0.33197471880707546
0,25,z,0.5537910479057465
0,25,v_ES_AttentionW,0.03562721634991897
0,25,v_ES_InattentionW_E,-0.04465904288830098
0,25,v_ES_InattentionW_S,0.012704214223291096
0,27,a,1.7797375646718
0,27,t,0.40566458584709836
0,27,z,0.5183169998421363
0,27,v_ES_AttentionW,0.032519101811135265
0,27,v_ES_InattentionW_E,-0.0023540705684952402
0,27,v_ES_InattentionW_S,0.030105546504044327
1,1,a,1.8700426829640824
1,1,t,0.5021806586201717
1,1,z,0.36353521915480785
1,1,v_ES_AttentionW,0.017809390823716343
1,1,v_ES_InattentionW_E,-0.06269316047689544
1,1,v_ES_InattentionW_S,0.03849695861596758
1,3,a,1.7565485891519441
1,3,t,0.46295371289668197
1,3,z,0.32964919310832647
1,3,v_ES_AttentionW,0.04811101284448819
1,3,v_ES_InattentionW_E,-0.02208632232413616
1,3,v_ES_InattentionW_S,0.024695589736491066
1,4,a,1.4710228398220475
1,4,t,0.4162561425329671
1,4,z,0.3270776723271144
1,4,v_ES_AttentionW,0.031081959767411824
1,4,v_ES_InattentionW_E,-0.04366048901448423
1,4,v_ES_InattentionW_S,0.033623892494930065
1,5,a,1.5689682773843634
1,5,t,0.41648317124211987
1,5,z,0.7267113450728195
1,5,v_ES_AttentionW,0.020405806031766727
1,5,v_ES_InattentionW_E,-0.05682811186757632
1,5,v_ES_InattentionW_S,0.030855566513986958
1,7,a,0.7119732735818212
1,7,t,0.46782315691310966
1,7,z,0.6316680311059034
1,7,v_ES_AttentionW,0.0317000190498283
1,7,v_ES_InattentionW_E,-0.035007365108062245
1,7,v_ES_InattentionW_S,0.0003506666674471734
1,8,a,2.025180617630364
1,8,t,0.4787758794415445
1,8,z,0.2631993040888656
1,8,v_ES_AttentionW,0.05785603826229091
1,8,v_ES_InattentionW_E,-0.052070192145213766
1,8,v_ES_InattentionW_S,0.005037415087952319
1,10,a,0.8450362861757438
1,10,t,0.4480283280362832
1,10,z,0.5215151733414836
1,10,v_ES_AttentionW,0.03696312200885158
1,10,v_ES_InattentionW_E,-0.039803129146728844
1,10,v_ES_InattentionW_S,0.015975740834807288
1,11,a,2.1685422104569123
1,11,t,0.3713460874470502
1,11,z,0.2567250306965073
1,11,v_ES_AttentionW,0.05059196524473857
1,11,v_ES_InattentionW_E,-0.032678950888469345
1,11,v_ES_InattentionW_S,0.032181808130493095
1,12,a,2.0603586176097446
1,12,t,0.3983960629024346
1,12,z,0.3725457153931855
1,12,v_ES_AttentionW,0.03979588754930549
1,12,v_ES_InattentionW_E,-0.043674095987958295
1,12,v_ES_InattentionW_S,0.03047445476558881
1,13,a,1.7036263262215454
1,13,t,0.3467124432441027
1,13,z,0.62904540604448
1,13,v_ES_AttentionW,0.01240678461087533
1,13,v_ES_InattentionW_E,-0.031912592568294706
1,13,v_ES_InattentionW_S,0.027078711110970755
1,15,a,2.379921669365282
1,15,t,0.35291027329091024
1,15,z,0.37077770371183966
1,15,v_ES_AttentionW,0.02928145407390111
1,15,v_ES_InattentionW_E,-0.03263363293694209
1,15,v_ES_InattentionW_S,0.03719481048514424
1,16,a,1.9033914164347963
1,16,t,0.4479361385099206
1,16,z,0.6396436092438116
1,16,v_ES_AttentionW,0.06045159054494853
1,16,v_ES_InattentionW_E,-0.053889642789977224
1,16,v_ES_InattentionW_S,0.026160704885760562
1,17,a,2.1270865288718257
1,17,t,0.4529911349995228
1,17,z,0.7091554219870295
1,17,v_ES_AttentionW,0.02596250927531377
1,17,v_ES_InattentionW_E,-0.04916462766002526
1,17,v_ES_InattentionW_S,0.037220730628914865
1,19,a,0.3653495283940347
1,19,t,0.40637005753663696
1,19,z,0.8685111062923292
1,19,v_ES_AttentionW,0.031077410486672705
1,19,v_ES_InattentionW_E,-0.030185949116812934
1,19,v_ES_InattentionW_S,0.014222167968503509
1,21,a,1.736677634801459
1,21,t,0.43406531001535203
1,21,z,0.7816438887673856
1,21,v_ES_AttentionW,0.016370225708035105
1,21,v_ES_InattentionW_E,-0.07334523010333299
1,21,v_ES_InattentionW_S,0.0313659445016872
1,22,a,2.521260314937313
1,22,t,0.3886925566242127
1,22,z,0.15173204444854327
1,22,v_ES_AttentionW,0.01547984801608818
1,22,v_ES_InattentionW_E,-0.029137166445276218
1,22,v_ES_InattentionW_S,0.01913646964967516
1,23,a,1.7693754834765631
1,23,t,0.25012901056027115
1,23,z,0.3746842002338898
1,23,v_ES_AttentionW,0.041891776678361026
1,23,v_ES_InattentionW_E,-0.03879731561280174
1,23,v_ES_InattentionW_S,0.013307886036490049
1,24,a,2.272856360788714
1,24,t,0.5278201230802598
1,24,z,0.3840866686383475
1,24,v_ES_AttentionW,0.020177130639168688
1,24,v_ES_InattentionW_E,-0.01745345149937666
1,24,v_ES_InattentionW_S,0.019292099678550237
1,25,a,1.666769757153097
1,25,t,0.5954050359631996
1,25,z,0.4956794600894338
1,25,v_ES_AttentionW,0.023674131526327014
1,25,v_ES_InattentionW_E,-0.06247974956039677
1,25,v_ES_InattentionW_S,0.02668013440150039
1,27,a,1.705057204529195
1,27,t,0.39407485736990977
1,27,z,0.622057659291222
1,27,v_ES_AttentionW,0.012377667542671542
1,27,v_ES_InattentionW_E,-0.057035093385313124
1,27,v_ES_InattentionW_S,0.016285109358313524
2,1,a,2.325452844160686
2,1,t,0.4182463292358951
2,1,z,0.5268183022870465
2,1,v_ES_AttentionW,0.04118478963629255
2,1,v_ES_InattentionW_E,-0.02056879352376716
2,1,v_ES_InattentionW_S,0.04074808283336685
2,3,a,1.4668277778606247
2,3,t,0.30061973445016527
2,3,z,0.5350522197844109
2,3,v_ES_AttentionW,0.021880190072549474
2,3,v_ES_InattentionW_E,-0.020524755084266905
2,3,v_ES_InattentionW_S,0.035301359066941165
2,4,a,1.2945866370837942
2,4,t,0.435601105924366
2,4,z,0.590539982706974
2,4,v_ES_AttentionW,0.02995465696125624
2,4,v_ES_InattentionW_E,-0.0442275033348206
2,4,v_ES_InattentionW_S,0.03605791988786671
2,5,a,1.813156440110971
2,5,t,0.49399189296904067
2,5,z,0.5926817605218999
2,5,v_ES_AttentionW,0.01723916082848325
2,5,v_ES_InattentionW_E,-0.04003414232430593
2,5,v_ES_InattentionW_S,0.04114442519692014
2,7,a,0.8465421119432393
2,7,t,0.4890548220072428
2,7,z,0.3325008033999618
2,7,v_ES_AttentionW,0.022936329528920066
2,7,v_ES_InattentionW_E,-0.011453226083175748
2,7,v_ES_InattentionW_S,0.03121689706844887
2,8,a,1.5031891581621901
2,8,t,0.43703714289364703
2,8,z,0.4567199197312477
2,8,v_ES_AttentionW,0.020545732138360095
2,8,v_ES_InattentionW_E,-0.02902605684234426
2,8,v_ES_InattentionW_S,0.0638246617376591
2,10,a,2.0778425234015563
2,10,t,0.45345530654967753
2,10,z,0.5152431623224203
2,10,v_ES_AttentionW,0.037218600578268916
2,10,v_ES_InattentionW_E,-0.023515886921762548
2,10,v_ES_InattentionW_S,0.019481358701641797
2,11,a,1.8837496808601777
2,11,t,0.41299361043964217
2,11,z,0.7582765249617632
2,11,v_ES_AttentionW,0.025403823808700515
2,11,v_ES_InattentionW_E,-0.014274021933362552
2,11,v_ES_InattentionW_S,0.015053061667168303
2,12,a,1.7924149710981123
2,12,t,0.332873532382153
2,12,z,0.32618093058930164
2,12,v_ES_AttentionW,0.03707260773659966
2,12,v_ES_InattentionW_E,-0.047180749871650704
2,12,v_ES_InattentionW_S,0.03012627369722709
2,13,a,1.3149617872611605
2,13,t,0.4490505342585399
2,13,z,0.518631374714074
2,13,v_ES_AttentionW,0.0025240661124905153
2,13,v_ES_InattentionW_E,-0.022379201221632672
2,13,v_ES_InattentionW_S,0.023145284210260197
2,15,a,2.5897684481581495
2,15,t,0.500281960003341
2,15,z,0.6317746260731351
2,15,v_ES_AttentionW,0.00032507352610149087
2,15,v_ES_InattentionW_E,-0.006883297105211621
2,15,v_ES_InattentionW_S,0.03316576740776546
2,16,a,1.0334715313375633
2,16,t,0.44236888815233116
2,16,z,0.68876736841863
2,16,v_ES_AttentionW,0.009813753603351839
2,16,v_ES_InattentionW_E,-0.016962779494579083
2,16,v_ES_InattentionW_S,0.027814307629771714
2,17,a,1.3953805572873375
2,17,t,0.36660538429028794
2,17,z,0.3413850977352751
2,17,v_ES_AttentionW,0.030444325931800964
2,17,v_ES_InattentionW_E,-0.028770891038400023
2,17,v_ES_InattentionW_S,0.04758899490644357
2,19,a,2.2996533627184785
2,19,t,0.37682426445732364
2,19,z,0.6513069777924188
2,19,v_ES_AttentionW,0.014821024727764101
2,19,v_ES_InattentionW_E,-0.02323981441427725
2,19,v_ES_InattentionW_S,0.016589495733615085
2,21,a,1.3959342555280503
2,21,t,0.4714319562750493
2,21,z,0.35543965440005676
2,21,v_ES_AttentionW,0.033685492347794846
2,21,v_ES_InattentionW_E,-0.05335588774226449
2,21,v_ES_InattentionW_S,0.02215863497742849
2,22,a,1.8968478045006116
2,22,t,0.5623556472642961
2,22,z,0.28709826848907655
2,22,v_ES_AttentionW,0.04598171392433345
2,22,v_ES_InattentionW_E,-0.028755748812891283
2,22,v_ES_InattentionW_S,0.06492895583301157
2,23,a,1.5118285772476296
2,23,t,0.3570514974919833
2,23,z,0.5266557428899261
2,23,v_ES_AttentionW,0.015696707756090278
2,23,v_ES_InattentionW_E,-0.030761379115413958
2,23,v_ES_InattentionW_S,0.0313906227661666
2,24,a,2.254842824131225
2,24,t,0.44327417727761015
2,24,z,0.270877683707209
2,24,v_ES_AttentionW,0.0130623370240649
2,24,v_ES_InattentionW_E,-0.04629192804275565
2,24,v_ES_InattentionW_S,0.0026189859152114976
2,25,a,0.6668057454496632
2,25,t,0.624147984599429
2,25,z,0.3386776214924725
2,25,v_ES_AttentionW,0.04265423981253808
2,25,v_ES_InattentionW_E,-0.043230612244785575
2,25,v_ES_InattentionW_S,0.02643337376775346
2,27,a,0.865223005809044
2,27,t,0.5378703071882134
2,27,z,0.40995841856398946
2,27,v_ES_AttentionW,0.04706949494366326
2,27,v_ES_InattentionW_E,-0.04266857559379815
2,27,v_ES_InattentionW_S,0.05094422356414457
3,1,a,1.6136318956043243
3,1,t,0.3096027182042529
3,1,z,0.4865487367575746
3,1,v_ES_AttentionW,0.04756282024795718
3,1,v_ES_InattentionW_E,-0.03155386321606528
3,1,v_ES_InattentionW_S,0.033891763971185436
3,3,a,2.007531151348429
3,3,t,0.4923706324122179
3,3,z,0.2701900959182383
3,3,v_ES_AttentionW,0.04305804316727148
3,3,v_ES_InattentionW_E,-0.029652641802362534
3,3,v_ES_InattentionW_S,0.019309949231222513
3,4,a,1.5261490664480784
3,4,t,0.36468977825880605
3,4,z,0.24877795065678504
3,4,v_ES_AttentionW,0.019905879463552142
3,4,v_ES_InattentionW_E,-0.028466551481510356
3,4,v_ES_InattentionW_S,0.04253427936272706
3,5,a,1.6999060698005042
3,5,t,0.49936569929742486
3,5,z,0.37380686050064355
3,5,v_ES_AttentionW,0.025473082488484705
3,5,v_ES_InattentionW_E,-0.051535099982872194
3,5,v_ES_InattentionW_S,0.015616502517253984
3,7,a,2.374394223887587
3,7,t,0.3645261237287345
3,7,z,0.07546370839211752
3,7,v_ES_AttentionW,0.037412173134680766
3,7,v_ES_InattentionW_E,-0.03502191589746464
3,7,v_ES_InattentionW_S,0.021447269239479153
3,8,a,1.540900853415187
3,8,t,0.2786408238024016
3,8,z,0.3799302854451528
3,8,v_ES_AttentionW,0.015632776126702365
3,8,v_ES_InattentionW_E,-0.04606550024717827
3,8,v_ES_InattentionW_S,0.023901472877531624
3,10,a,2.100113955276649
3,10,t,0.46000559196648216
